201302020700	69.8
201302020705	69.8
201302020710	69.8
201302020715	69.8
201302020720	69.8
201302020725	69.8
201302020730	69.8
201302020735	69.8
201302020740	71.6
201302020745	71.6
201302020750	71.6
201302020756	71.6
201302020800	71.6
201302020805	71.6
201302020810	71.6
201302020815	71.6
201302020821	71.6
201302020825	71.6
201302020830	71.6
201302020835	71.6
201302020840	69.8
201302020845	69.8
201302020850	69.8
201302020855	69.8
201302020900	69.8
201302020905	69.8
201302020910	69.8
201302020915	69.8
201302020920	69.8
201302020925	69.8
201302020931	69.8
201302020935	69.8
201302020940	71.6
201302020945	71.6
201302020950	71.6
201302020955	71.6
201302021000	71.6
201302021005	71.6
201302021010	71.6
201302021015	71.6
201302021020	71.6
201302021025	71.6
201302021030	71.6
201302021035	71.6
201302021040	71.6
201302021048	71.6
201302021050	71.6
201302021055	71.6
201302021100	71.6
201302021105	71.6
201302021110	71.6
201302021115	71.6
201302021120	71.6
201302021125	71.6
201302021130	71.6
201302021135	71.6
201302021140	71.6
201302021145	71.6
201302021150	71.6
201302021155	71.6
201302021200	71.6
201302021205	71.6
201302021210	71.6
201302021215	71.6
201302021220	71.6
201302021225	71.6
201302021230	71.6
201302021235	71.6
201302021240	71.6
201302021245	71.6
201302021250	71.6
201302021255	71.6
201302021300	71.6
201302021305	71.6
201302021310	71.6
201302021315	71.6
201302021320	71.6
201302021325	71.6
201302021330	71.6
201302021335	71.6
201302021340	71.6
201302021345	71.6
201302021350	71.6
201302021357	71.6
201302021401	71.6
201302021405	71.6
201302021410	71.6
201302021415	71.6
201302021420	71.6
201302021425	71.6
201302021430	71.6
201302021435	71.6
201302021440	69.8
201302021445	69.8
201302021450	69.8
201302021455	69.8
201302021500	69.8
201302021505	69.8
201302021510	69.8
201302021515	69.8
201302021520	69.8
201302021525	69.8
