20070101	39
20070102	44
20070103	42
20070104	45
20070105	44
20070106	36
20070107	45
20070108	48
20070109	39
20070110	37
20070111	37
20070112	35
20070113	30
20070114	28
20070115	28
20070116	30
20070117	37
20070118	33
20070119	35
20070120	35
20070121	43
20070122	36
20070123	35
20070124	35
20070125	39
20070126	44
20070127	48
20070128	45
20070129	45
20070130	41
20070131	48
20070201	46
20070202	44
20070203	37
20070204	39
20070205	43
20070206	46
20070207	51
20070208	51
20070209	55
20070210	55
20070211	46
20070212	43
20070213	46
20070214	39
20070215	44
20070216	46
20070217	51
20070218	46
20070219	44
20070220	45
20070221	48
20070222	44
20070223	42
20070224	39
20070225	48
20070226	44
20070227	39
20070228	37
20070301	37
20070302	39
20070303	43
20070304	48
20070305	53
20070306	46
20070307	51
20070308	46
20070309	45
20070310	46
20070311	48
20070312	52
20070313	53
20070314	48
20070315	46
20070316	50
20070317	51
20070318	46
20070319	48
20070320	48
20070321	46
20070322	43
20070323	48
20070324	48
20070325	53
20070326	48
20070327	46
20070328	42
20070329	42
20070330	46
20070331	46
20070401	46
20070402	46
20070403	46
20070404	50
20070405	52
20070406	52
20070407	51
20070408	51
20070409	50
20070410	46
20070411	50
20070412	46
20070413	44
20070414	51
20070415	46
20070416	46
20070417	48
20070418	45
20070419	42
20070420	46
20070421	43
20070422	48
20070423	44
20070424	46
20070425	48
20070426	48
20070427	50
20070428	55
20070429	53
20070430	51
20070501	48
20070502	52
20070503	48
20070504	51
20070505	46
20070506	54
20070507	57
20070508	60
20070509	55
20070510	52
20070511	51
20070512	50
20070513	46
20070514	50
20070515	51
20070516	48
20070517	50
20070518	50
20070519	52
20070520	51
20070521	54
20070522	51
20070523	55
20070524	55
20070525	54
20070526	55
20070527	54
20070528	52
20070529	53
20070530	55
20070531	54
20070601	54
20070602	54
20070603	55
20070604	59
20070605	55
20070606	53
20070607	51
20070608	50
20070609	53
20070610	55
20070611	53
20070612	52
20070613	59
20070614	60
20070615	59
20070616	55
20070617	53
20070618	57
20070619	55
20070620	55
20070621	55
20070622	54
20070623	54
20070624	53
20070625	53
20070626	54
20070627	55
20070628	57
20070629	60
20070630	54
20070701	54
20070702	57
20070703	57
20070704	59
20070705	61
20070706	60
20070707	55
20070708	55
20070709	57
20070710	59
20070711	62
20070712	59
20070713	60
20070714	60
20070715	62
20070716	59
20070717	60
20070718	63
20070719	59
20070720	59
20070721	61
20070722	63
20070723	64
20070724	61
20070725	57
20070726	60
20070727	60
20070728	57
20070729	57
20070730	59
20070731	59
20070801	59
20070802	60
20070803	60
20070804	59
20070805	57
20070806	59
20070807	57
20070808	55
20070809	60
20070810	57
20070811	57
20070812	55
20070813	55
20070814	55
20070815	57
20070816	60
20070817	55
20070818	57
20070819	55
20070820	64
20070821	62
20070822	60
20070823	57
20070824	59
20070825	61
20070826	61
20070827	59
20070828	62
20070829	68
20070830	68
20070831	66
20070901	62
20070902	61
20070903	61
20070904	63
20070905	57
20070906	64
20070907	61
20070908	62
20070909	61
20070910	59
20070911	59
20070912	60
20070913	57
20070914	60
20070915	57
20070916	61
20070917	55
20070918	55
20070919	55
20070920	52
20070921	57
20070922	57
20070923	55
20070924	52
20070925	53
20070926	57
20070927	55
20070928	54
20070929	52
20070930	48
20071001	57
20071002	53
20071003	54
20071004	55
20071005	50
20071006	45
20071007	46
20071008	53
20071009	53
20071010	54
20071011	48
20071012	54
20071013	53
20071014	51
20071015	52
20071016	52
20071017	50
20071018	50
20071019	57
20071020	54
20071021	51
20071022	51
20071023	53
20071024	55
20071025	53
20071026	46
20071027	52
20071028	52
20071029	55
20071030	53
20071031	54
20071101	53
20071102	50
20071103	48
20071104	48
20071105	48
20071106	52
20071107	48
20071108	53
20071109	48
20071110	48
20071111	48
20071112	44
20071113	51
20071114	55
20071115	51
20071116	55
20071117	51
20071118	53
20071119	48
20071120	46
20071121	43
20071122	37
20071123	37
20071124	37
20071125	46
20071126	42
20071127	45
20071128	46
20071129	41
20071130	42
20071201	37
20071202	45
20071203	50
20071204	54
20071205	50
20071206	48
20071207	45
20071208	42
20071209	39
20071210	39
20071211	41
20071212	35
20071213	34
20071214	34
20071215	39
20071216	43
20071217	48
20071218	43
20071219	41
20071220	43
20071221	39
20071222	32
20071223	37
20071224	45
20071225	37
20071226	43
20071227	37
20071228	43
20071229	44
20071230	43
20071231	42

