201302020700	50.0
201302020705	50.0
201302020710	50.0
201302020715	50.0
201302020720	50.0
201302020725	50.0
201302020730	50.0
201302020735	50.0
201302020740	50.0
201302020745	50.0
201302020750	50.0
201302020756	50.0
201302020800	50.0
201302020805	50.0
201302020810	50.0
201302020815	50.0
201302020821	50.0
201302020825	50.0
201302020830	50.0
201302020835	50.0
201302020840	50.0
201302020845	50.0
201302020850	50.0
201302020855	50.0
201302020900	50.0
201302020905	50.0
201302020910	50.0
201302020915	50.0
201302020920	50.0
201302020925	51.8
201302020931	51.8
201302020935	51.8
201302020940	51.8
201302020945	51.8
201302020950	51.8
201302020955	51.8
201302021000	51.8
201302021005	51.8
201302021010	51.8
201302021015	51.8
201302021020	51.8
201302021025	51.8
201302021030	51.8
201302021035	51.8
201302021040	51.8
201302021048	51.8
201302021050	51.8
201302021055	51.8
201302021100	51.8
201302021105	51.8
201302021110	51.8
201302021115	51.8
201302021120	51.8
201302021125	51.8
201302021130	51.8
201302021135	51.8
201302021140	51.8
201302021145	51.8
201302021150	51.8
201302021155	51.8
201302021200	51.8
201302021205	51.8
201302021210	51.8
201302021215	51.8
201302021220	51.8
201302021225	53.6
201302021230	53.6
201302021235	53.6
201302021240	53.6
201302021245	53.6
201302021250	53.6
201302021255	53.6
201302021300	53.6
201302021305	53.6
201302021310	53.6
201302021315	53.6
201302021320	53.6
201302021325	53.6
201302021330	53.6
201302021335	53.6
201302021340	53.6
201302021345	53.6
201302021350	53.6
201302021357	53.6
201302021401	53.6
201302021405	53.6
201302021410	55.4
201302021415	55.4
201302021420	55.4
201302021425	55.4
201302021430	55.4
201302021435	55.4
201302021440	55.4
201302021445	55.4
201302021450	55.4
201302021455	55.4
201302021500	55.4
201302021505	55.4
201302021510	55.4
201302021515	55.4
201302021520	55.4
201302021525	55.4
